TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,6,"Exterior Facade - Elevations #1,2,3,4,7,8",Window Caulking,45,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,4th,North Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU1300BX24,09/26/2024 12:00:00 AM,09/18/2025 12:00:00 AM,Postponed,No,3071,Park Avenue,Bronx,10451,NYCHA Morrisania Air Rights Bldg 1,Residence,2102829,02420,9020,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,7,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.8227,-73.919417,4,16,173,2024209020,East Concourse-Concourse Village
TRU1972BK19,12/04/2019 12:00:00 AM,11/20/2020 12:00:00 AM,Postponed,No,291,Patchen Avenue,Brooklyn,11233,"NYCHA BW1830617 Brevoort, Building #10",Residence,3333523,01688,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #1 - 24,Tar / Flashing at Lintel / Spandrel Beam,14,Square Feet,Removal,Exterior Vertical Surface,40.681141,-73.925681,3,41,381,3016880001,Crown Heights North
TRU2153MN24,09/20/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,40,West 90th Street,Manhattan,10024,WSUR (Brownstone) Bldg.#32 Contract BW 2315696,Residence,1085071,01203,0013,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,Main Roof,Roof Hatch,Asbestos Containing  Flashing Material,42,Square Feet,Removal,Exterior Foam,40.788585,-73.9692,7,6,173,1012030013,Upper West Side
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,11 - 14,"Exterior Façade Elevations #9 -13,15-18",Exterior Window Caulking,144,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU1973BK19,12/06/2019 12:00:00 AM,11/20/2020 12:00:00 AM,Postponed,No,326,Bainbridge Street,Brooklyn,11233,"NYCHA BW1830617 Brevoort, Building #12",Residence,3325170,01688,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,6,Exterior Facade - Elevations #1 - 24,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.681733,-73.924278,3,41,381,3016880001,Crown Heights North
TRU2945MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,95,Old Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084130,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,16th,East Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.818146,-73.955374,9,7,219,1019840001,Manhattanville
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #4,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
TRU0323BK25,03/10/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,190,York Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #10",Residence,3325904,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #26 - 40,Bricks Contaminated with ACM Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.701376,-73.983453,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU3057MN24,01/30/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,195,Nagle Avenue,Manhattan,10034,Dyckman Houses  Bldg.#3,Residence,1080029,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,10,"Exterior Façade Elevations #1,9",Exterior Window Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.861982,-73.92365,12,10,299,1022160001,Marble Hill-Inwood
TRU0021BK20,01/23/2020 12:00:00 AM,01/05/2021 12:00:00 AM,Postponed,No,89,Christopher Avenue,Brooklyn,11212,"NYCHA BW1830617 Glenmore Plaza, Building #3",Residence,3326949,03709,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,2,Exterior Facade - Elevations #1 - 16,Bricks Contaminated with ACM Caulking,5,Square Feet,Removal,Exterior Vertical Surface,40.671553,-73.906319,16,37,908,3037090001,Brownsville
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,7th,Apt. 7B/C - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2264MN24,09/23/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1485,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #4",Residence,1078924,01636,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #1 - 16,Window Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.794387,-73.94682,11,8,172,1016360001,East Harlem South
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,11th,South Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0189BK25,02/13/2025 12:00:00 AM,02/04/2026 12:00:00 AM,Postponed,No,30,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #1",Residence,3339436,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,2,Exterior Facade - Elevations #1 - 8,Window Sill Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.671149,-73.909708,16,41,906,3034890001,Brownsville
TRU1639MN24,12/06/2024 12:00:00 AM,07/16/2025 12:00:00 AM,Postponed,No,140,West 104th Street,Manhattan,10025,"NYCHA 2320786 Douglass II, Bld. #13",Residence,1079419,01855,0001,,,,New York City Housing Authority (NYCHA),"Alfa Star Construction & Environmental Services, I",Genesis Environmental Consultants Inc.,No,Roof,Elevator Bulkhead,Door Caulking - Interior,2,Square Feet,Removal,Tent,40.798624,-73.965504,7,7,189,1018550001,Upper West Side
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,9,Exterior Facade - Elevations #1,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevations #4,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU0254SI24,12/16/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,263,Westwood Avenue,Staten Island,10314,Building 4 Stairhall 8 NYCHA Todt Hill,Residence,5108965,00706,0001,,,,New York City Housing Authority (NYCHA),JVN Restoration Inc.,"Airtek Environmental, LLC",No,2,Apt. 2A Bathroom,Pipe Insulation Debris,1,Square Feet,Removal,Tent,40.606549,-74.118926,2,49,173,5007060001,New Springville-Bloomfield-Travis
TRU2261BK24,02/04/2025 12:00:00 AM,11/11/2025 12:00:00 AM,Postponed,No,470,DeKalb Avenue,Brooklyn,11205,"NYCHA -Lafayette Houses, Bld. #3",Residence,3346319,01938,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,8 - 10,"Exterior Façade Elevations #12 , 13",Contaminated Window Sill as ACM,60,Square Feet,Removal,Exterior Vertical Surface,40.690588,-73.958131,3,35,233,3019380001,Bedford
TRU2665MN24,02/03/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,2135,Madison Avenue,Manhattan,10037,"Lincoln Houses, Building 6.",Residence,1081122,01757,0020,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,East & West Bulkhead Flashing,Waterproofing on Stack Liners,360,Square Feet,Removal,Exterior Vertical Surface,40.811361,-73.936529,11,9,210,1017570020,East Harlem North
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,4th,Apt. 4H/A - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,14th,West Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #11 - 17,Tar / Flashing at Lintel,3,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU1186QN24,11/18/2024 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,50-04,31st Avenue,Queens,11377,"NYCHA 2413067 Woodside, Bld. #2",Residence,4431004,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,5,Exterior Facade - Elevations #1 - 28,Bricks Contam. with ACM Tar / Flashing at Spandrel,7,Square Feet,Removal,Exterior Vertical Surface,40.757482,-73.908913,1,26,163,4007380050,Astoria
TRU1361QN23,11/21/2023 12:00:00 AM,11/08/2024 12:00:00 AM,Postponed,No,21-01,36 Avenue,Queens,11106,NYCHA Ravenswood Houses#19 (RFQ315844),Residence,4430707,00335,0002,,,,New York City Housing Authority (NYCHA),Vestar Inc.,Airtek Environmental Corp.,No,BSMT,Exterior - Tank Room,Foundation Waterproofing,200,Square Feet,Removal,Exterior Vertical Surface,40.759826,-73.93665,1,26,47,4003350002,Astoria
TRU2151MN24,09/24/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,42,West 90th. Street,Manhattan,10024,WSUR (Brownstones)Bldg.#33. Contract BW 2315696,Residence,1085072,01203,0013,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Airtek Environmental Corp.,No,Main Roof,Roof Perimeter,Asbestos Containing Flashing Material,462,Square Feet,Removal,Exterior Foam,40.788618,-73.969283,7,6,173,1012030013,Upper West Side
TRU0806MN20,06/08/2020 12:00:00 AM,05/21/2021 12:00:00 AM,Postponed,No,920,East 6th Street,Manhattan,10009,"GR1700529 Lilian Wald, Building #10",Residence,1078052,00356,0001,,,,New York City Housing Authority (NYCHA),"ETS Contracting, Inc.",Genesis Environmental Consultants Inc.,No,ROOF,BULKHEAD,COPING STONE BASE CAULK,400,Square Feet,Removal,Exterior Vertical Surface,40.72193,-73.975573,3,2,20,1003560001,Lower East Side
TRU0001MN25,01/20/2025 12:00:00 AM,01/01/2026 12:00:00 AM,Postponed,No,2130,Madison Avenue,Manhattan,10037,Lincoln Houses-Bldg#9,Residence,1081114,01757,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.",Genesis Environmental Consultants Inc.,No,Cellar,Boiler Room,Electrical Wire Ins. ass. with Lighting System,5000,Linear Feet,Removal,DEP Variance,40.811232,-73.936648,11,9,210,1017570001,East Harlem North
TRU0203BK23,02/13/2023 12:00:00 AM,02/03/2024 12:00:00 AM,Postponed,No,330,Stanley Avenue,Brooklyn,11207,"NYCHA Breukelen, Bld. #30 - Contract RF1625124",Residence,3331296,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,3RD,Exterior Façade  Elevation #1 - 34,ACM Window Caulking,190,Square Feet,Removal,Exterior Vertical Surface,40.654345,-73.89552,18,42,982,3081580001,Canarsie
TRU0267BK25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,60,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #6",Residence,3348343,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,9,Exterior Facade - Elevations #10 - 12,Window Sills Contaminated with ACM Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.671261,-73.908937,16,41,906,3034890001,Brownsville
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,2nd,Apt. 2D/E - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,15th,Southwest Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,Roof,Bulkhead,Tar / Flashing at Spandrel Beam,75,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevations #4,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU1996BK19,12/30/2019 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,24,Humboldt Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #2",Residence,3338433,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,18,Exterior Facade - Elevations #1 - 16,Tar / Flashing at Lintel / Spandrel Beam,2,Square Feet,Removal,Exterior Vertical Surface,40.702194,-73.9406,1,34,489,3031290001,Bushwick South
TRU0280BK20,04/13/2020 12:00:00 AM,02/12/2021 12:00:00 AM,Postponed,No,45,Fleet Walk,Brooklyn,11201,"NYCHA Ingersoll Houses, Bldg. 29, BW1832266",Residence,3257035,02050,0001,,,,New York City Housing Authority (NYCHA),"S & N Builders, Inc.","Warren & Panzer, Engineers, P.C.",No,5,Exterior Façade Elevations: 1 through 22,ACM Flashing and Sill,38,Square Feet,Removal,Exterior Vertical Surface,40.694687,-73.981713,2,35,15,3020500001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2262BK24,12/11/2024 12:00:00 AM,11/11/2025 12:00:00 AM,Postponed,No,325,Classon Avenue,Brooklyn,11205,NYCHA - Lafayette Houses Bldg. #1,Residence,3321871,01938,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,7,Exterior Façade Elevation #13,Contaminated Brick as ACM,64,Square Feet,Removal,Exterior Vertical Surface,40.690026,-73.96022,3,35,233,3019380001,Bedford
TRU1973BK19,12/06/2019 12:00:00 AM,11/20/2020 12:00:00 AM,Postponed,No,326,Bainbridge Street,Brooklyn,11233,"NYCHA BW1830617 Brevoort, Building #12",Residence,3325170,01688,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #1 - 24,Bricks Contaminated with ACM Caulking,8,Square Feet,Removal,Exterior Vertical Surface,40.681733,-73.924278,3,41,381,3016880001,Crown Heights North
TRU0267BK25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,60,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #6",Residence,3348343,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #7 - 9,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.671261,-73.908937,16,41,906,3034890001,Brownsville
TRU3058MN24,01/28/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,177,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#1,Residence,1080027,02216,0001,,,,New York City Housing Authority (NYCHA),Zoria Housing LLC,"Airtek Environmental, LLC",No,3,Exterior Façade Elevation # 36,Contaminated Shelf Angle as ACM,4,Square Feet,Removal,Exterior Vertical Surface,40.861686,-73.92446,12,10,299,1022160001,Marble Hill-Inwood
TRU2264MN24,09/23/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1485,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #4",Residence,1078924,01636,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,15,Exterior Facade - Elevations #1 - 16,Window Sills Contaminated with ACM Caulking,7,Square Feet,Removal,Exterior Vertical Surface,40.794387,-73.94682,11,8,172,1016360001,East Harlem South
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,5TH,Exterior Façade  Elevation #1 - 24,ACM Window Caulking,46,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU2151MN24,09/24/2024 12:00:00 AM,08/29/2025 12:00:00 AM,Postponed,No,42,West 90th. Street,Manhattan,10024,WSUR (Brownstones)Bldg.#33. Contract BW 2315696,Residence,1085072,01203,0013,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Airtek Environmental Corp.,No,Main Roof,Roof Hatch,Asbestos Containing Flashing Material,42,Square Feet,Removal,Exterior Foam,40.788618,-73.969283,7,6,173,1012030013,Upper West Side
TRU0323BK25,03/10/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,190,York Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #10",Residence,3325904,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,14,Exterior Facade - Elevations #26 - 40,Window Sills Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.701376,-73.983453,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
